datetime,junction,vehicles,avg_speed_kmph,congestion_level
2024-10-19 09:00:00,2,205,15,High
2024-10-19 10:00:00,1,206,10,High
2024-10-19 11:00:00,3,141,32,Medium
2024-10-19 12:00:00,1,161,28,Medium
2024-10-19 13:00:00,4,160,32,Medium
2024-10-19 14:00:00,2,127,38,Medium
2024-10-19 15:00:00,2,158,31,Medium
2024-10-19 16:00:00,3,132,37,Medium
2024-10-19 17:00:00,3,311,22,High
2024-10-19 18:00:00,3,222,22,High
2024-10-19 19:00:00,4,230,21,High
2024-10-19 20:00:00,3,232,11,High
2024-10-19 21:00:00,3,75,43,Low
2024-10-19 22:00:00,4,55,55,Low
2024-10-19 23:00:00,3,82,51,Low
2024-10-20 00:00:00,1,73,41,Low
2024-10-20 01:00:00,4,26,51,Low
2024-10-20 02:00:00,3,98,64,Low
2024-10-20 03:00:00,2,60,65,Low
2024-10-20 04:00:00,2,90,59,Low
2024-10-20 05:00:00,1,41,41,Low
2024-10-20 06:00:00,3,26,50,Low
2024-10-20 07:00:00,4,262,15,High
2024-10-20 08:00:00,1,226,19,High
2024-10-20 09:00:00,1,295,19,High
2024-10-20 10:00:00,3,331,22,High
2024-10-20 11:00:00,4,166,34,Medium
2024-10-20 12:00:00,4,120,34,Medium
2024-10-20 13:00:00,3,104,31,Medium
2024-10-20 14:00:00,1,107,28,Medium
2024-10-20 15:00:00,4,104,25,Medium
2024-10-20 16:00:00,4,197,39,Medium
2024-10-20 17:00:00,3,205,25,High
2024-10-20 18:00:00,1,245,25,High
2024-10-20 19:00:00,1,262,24,High
2024-10-20 20:00:00,4,273,23,High
2024-10-20 21:00:00,3,28,41,Low
2024-10-20 22:00:00,3,74,45,Low
2024-10-20 23:00:00,3,77,57,Low
2024-10-21 00:00:00,1,50,54,Low
2024-10-21 01:00:00,2,48,48,Low
2024-10-21 02:00:00,1,85,63,Low
2024-10-21 03:00:00,1,97,40,Low
2024-10-21 04:00:00,4,76,62,Low
2024-10-21 05:00:00,3,24,63,Low
2024-10-21 06:00:00,1,79,49,Low
2024-10-21 07:00:00,3,205,22,High
2024-10-21 08:00:00,3,343,11,High
2024-10-21 09:00:00,1,249,12,High
2024-10-21 10:00:00,4,220,11,High
2024-10-21 11:00:00,2,162,29,Medium
2024-10-21 12:00:00,1,102,29,Medium
2024-10-21 13:00:00,1,132,32,Medium
2024-10-21 14:00:00,3,102,27,Medium
2024-10-21 15:00:00,3,167,28,Medium
2024-10-21 16:00:00,1,137,39,Medium
2024-10-21 17:00:00,3,237,11,High
2024-10-21 18:00:00,2,313,14,High
2024-10-21 19:00:00,1,250,21,High
2024-10-21 20:00:00,1,255,12,High
2024-10-21 21:00:00,4,42,62,Low
2024-10-21 22:00:00,4,27,55,Low
2024-10-21 23:00:00,1,97,61,Low
2024-10-22 00:00:00,4,41,48,Low
2024-10-22 01:00:00,4,94,48,Low
2024-10-22 02:00:00,1,88,54,Low
2024-10-22 03:00:00,3,42,62,Low
2024-10-22 04:00:00,1,53,59,Low
2024-10-22 05:00:00,4,45,42,Low
2024-10-22 06:00:00,3,88,46,Low
2024-10-22 07:00:00,3,222,16,High
2024-10-22 08:00:00,1,312,22,High
2024-10-22 09:00:00,2,200,25,High
2024-10-22 10:00:00,2,210,10,High
2024-10-22 11:00:00,4,151,40,Medium
2024-10-22 12:00:00,3,171,36,Medium
2024-10-22 13:00:00,2,165,35,Medium
2024-10-22 14:00:00,4,185,25,Medium
2024-10-22 15:00:00,4,172,27,Medium
2024-10-22 16:00:00,1,186,33,Medium
2024-10-22 17:00:00,4,314,12,High
2024-10-22 18:00:00,1,300,24,High
2024-10-22 19:00:00,3,229,21,High
2024-10-22 20:00:00,2,260,12,High
2024-10-22 21:00:00,3,42,51,Low
2024-10-22 22:00:00,1,35,41,Low
2024-10-22 23:00:00,1,56,45,Low
2024-10-23 00:00:00,4,62,48,Low
2024-10-23 01:00:00,1,34,57,Low
2024-10-23 02:00:00,4,33,52,Low
2024-10-23 03:00:00,2,64,59,Low
2024-10-23 04:00:00,2,29,51,Low
2024-10-23 05:00:00,3,87,62,Low
2024-10-23 06:00:00,3,57,43,Low
2024-10-23 07:00:00,1,349,17,High
2024-10-23 08:00:00,4,208,14,High
2024-10-23 09:00:00,3,340,15,High
2024-10-23 10:00:00,3,296,19,High
2024-10-23 11:00:00,3,176,37,Medium
2024-10-23 12:00:00,2,116,37,Medium
2024-10-23 13:00:00,1,199,28,Medium
2024-10-23 14:00:00,4,162,29,Medium
2024-10-23 15:00:00,3,130,35,Medium
2024-10-23 16:00:00,2,107,39,Medium
2024-10-23 17:00:00,3,332,10,High
2024-10-23 18:00:00,1,266,12,High
2024-10-23 19:00:00,4,320,23,High
2024-10-23 20:00:00,2,263,12,High
2024-10-23 21:00:00,2,66,40,Low
2024-10-23 22:00:00,4,46,56,Low
2024-10-23 23:00:00,2,81,44,Low
2024-10-24 00:00:00,2,51,63,Low
2024-10-24 01:00:00,4,42,62,Low
2024-10-24 02:00:00,3,60,54,Low
2024-10-24 03:00:00,4,63,48,Low
2024-10-24 04:00:00,3,41,59,Low
2024-10-24 05:00:00,2,84,51,Low
2024-10-24 06:00:00,4,77,61,Low
2024-10-24 07:00:00,3,231,24,High
2024-10-24 08:00:00,4,245,15,High
2024-10-24 09:00:00,2,264,17,High
2024-10-24 10:00:00,3,343,21,High
2024-10-24 11:00:00,1,142,35,Medium
2024-10-24 12:00:00,1,141,25,Medium
2024-10-24 13:00:00,2,181,25,Medium
2024-10-24 14:00:00,3,149,29,Medium
2024-10-24 15:00:00,1,120,29,Medium
2024-10-24 16:00:00,2,131,39,Medium
2024-10-24 17:00:00,1,272,19,High
2024-10-24 18:00:00,1,301,16,High
2024-10-24 19:00:00,4,267,11,High
2024-10-24 20:00:00,2,243,16,High
2024-10-24 21:00:00,3,76,56,Low
2024-10-24 22:00:00,2,62,64,Low
2024-10-24 23:00:00,1,47,62,Low
2024-10-25 00:00:00,1,66,56,Low
2024-10-25 01:00:00,2,72,62,Low
2024-10-25 02:00:00,3,49,64,Low
2024-10-25 03:00:00,4,43,65,Low
2024-10-25 04:00:00,1,33,55,Low
2024-10-25 05:00:00,3,73,42,Low
2024-10-25 06:00:00,3,88,61,Low
2024-10-25 07:00:00,4,280,25,High
2024-10-25 08:00:00,1,268,13,High
2024-10-25 09:00:00,1,335,20,High
2024-10-25 10:00:00,3,216,14,High
2024-10-25 11:00:00,4,130,39,Medium
2024-10-25 12:00:00,3,187,37,Medium
2024-10-25 13:00:00,3,187,34,Medium
2024-10-25 14:00:00,1,184,32,Medium
2024-10-25 15:00:00,3,112,38,Medium
2024-10-25 16:00:00,3,165,36,Medium
2024-10-25 17:00:00,4,345,18,High
2024-10-25 18:00:00,1,241,21,High
2024-10-25 19:00:00,2,238,25,High
2024-10-25 20:00:00,2,343,10,High
2024-10-25 21:00:00,1,25,48,Low
2024-10-25 22:00:00,3,68,57,Low
2024-10-25 23:00:00,4,59,51,Low
2024-10-26 00:00:00,3,25,40,Low
2024-10-26 01:00:00,4,66,40,Low
2024-10-26 02:00:00,2,44,58,Low
2024-10-26 03:00:00,1,88,43,Low
2024-10-26 04:00:00,2,81,43,Low
2024-10-26 05:00:00,2,80,44,Low
2024-10-26 06:00:00,4,63,54,Low
2024-10-26 07:00:00,3,271,11,High
2024-10-26 08:00:00,3,273,12,High
2024-10-26 09:00:00,3,227,15,High
2024-10-26 10:00:00,3,295,19,High
2024-10-26 11:00:00,2,198,26,Medium
2024-10-26 12:00:00,3,103,28,Medium
2024-10-26 13:00:00,3,149,32,Medium
2024-10-26 14:00:00,2,149,33,Medium
2024-10-26 15:00:00,1,178,32,Medium
2024-10-26 16:00:00,2,169,37,Medium
2024-10-26 17:00:00,4,348,12,High
2024-10-26 18:00:00,2,327,22,High
2024-10-26 19:00:00,1,269,16,High
2024-10-26 20:00:00,1,234,18,High
2024-10-26 21:00:00,3,70,51,Low
2024-10-26 22:00:00,2,83,58,Low
2024-10-26 23:00:00,4,63,65,Low
2024-10-27 00:00:00,3,97,59,Low
2024-10-27 01:00:00,4,44,47,Low
2024-10-27 02:00:00,2,62,54,Low
2024-10-27 03:00:00,1,23,51,Low
2024-10-27 04:00:00,4,29,62,Low
2024-10-27 05:00:00,1,98,58,Low
2024-10-27 06:00:00,2,46,49,Low
2024-10-27 07:00:00,4,339,12,High
2024-10-27 08:00:00,3,209,10,High
2024-10-27 09:00:00,4,269,12,High
2024-10-27 10:00:00,4,285,17,High
2024-10-27 11:00:00,1,122,37,Medium
2024-10-27 12:00:00,1,128,32,Medium
2024-10-27 13:00:00,2,154,27,Medium
2024-10-27 14:00:00,3,116,39,Medium
2024-10-27 15:00:00,3,189,40,Medium
2024-10-27 16:00:00,2,189,32,Medium
2024-10-27 17:00:00,4,320,19,High
2024-10-27 18:00:00,2,233,10,High
2024-10-27 19:00:00,2,233,11,High
2024-10-27 20:00:00,2,205,14,High
2024-10-27 21:00:00,3,59,41,Low
2024-10-27 22:00:00,1,98,42,Low
2024-10-27 23:00:00,3,87,50,Low
2024-10-28 00:00:00,2,71,61,Low
2024-10-28 01:00:00,3,25,51,Low
2024-10-28 02:00:00,2,55,46,Low
2024-10-28 03:00:00,3,48,58,Low
2024-10-28 04:00:00,4,93,60,Low
2024-10-28 05:00:00,4,96,59,Low
2024-10-28 06:00:00,3,38,62,Low
2024-10-28 07:00:00,2,232,21,High
2024-10-28 08:00:00,4,242,15,High
2024-10-28 09:00:00,3,317,17,High
2024-10-28 10:00:00,3,349,23,High
2024-10-28 11:00:00,2,184,39,Medium
2024-10-28 12:00:00,2,142,35,Medium
2024-10-28 13:00:00,1,115,38,Medium
2024-10-28 14:00:00,1,169,29,Medium
2024-10-28 15:00:00,4,167,36,Medium
2024-10-28 16:00:00,4,158,36,Medium
2024-10-28 17:00:00,2,238,15,High
2024-10-28 18:00:00,3,340,19,High
2024-10-28 19:00:00,4,334,20,High
2024-10-28 20:00:00,4,342,15,High
2024-10-28 21:00:00,2,29,48,Low
2024-10-28 22:00:00,1,82,55,Low
2024-10-28 23:00:00,4,83,45,Low
2024-10-29 00:00:00,1,43,42,Low
2024-10-29 01:00:00,1,31,55,Low
2024-10-29 02:00:00,2,54,43,Low
2024-10-29 03:00:00,1,66,40,Low
2024-10-29 04:00:00,3,77,56,Low
2024-10-29 05:00:00,4,56,60,Low
2024-10-29 06:00:00,4,46,55,Low
2024-10-29 07:00:00,2,282,19,High
2024-10-29 08:00:00,2,332,17,High
2024-10-29 09:00:00,3,344,20,High
2024-10-29 10:00:00,2,286,25,High
2024-10-29 11:00:00,3,171,30,Medium
2024-10-29 12:00:00,1,146,39,Medium
2024-10-29 13:00:00,1,119,28,Medium
2024-10-29 14:00:00,1,158,32,Medium
2024-10-29 15:00:00,1,107,35,Medium
2024-10-29 16:00:00,4,108,40,Medium
2024-10-29 17:00:00,2,334,23,High
2024-10-29 18:00:00,1,244,25,High
2024-10-29 19:00:00,2,346,25,High
2024-10-29 20:00:00,3,338,18,High
2024-10-29 21:00:00,3,84,61,Low
2024-10-29 22:00:00,3,51,48,Low
2024-10-29 23:00:00,2,89,54,Low
2024-10-30 00:00:00,1,57,50,Low
2024-10-30 01:00:00,4,36,46,Low
2024-10-30 02:00:00,4,86,60,Low
2024-10-30 03:00:00,3,75,54,Low
2024-10-30 04:00:00,3,40,43,Low
2024-10-30 05:00:00,3,67,43,Low
2024-10-30 06:00:00,1,40,63,Low
2024-10-30 07:00:00,1,204,25,High
2024-10-30 08:00:00,2,256,10,High
2024-10-30 09:00:00,2,259,17,High
2024-10-30 10:00:00,4,223,22,High
2024-10-30 11:00:00,1,136,30,Medium
2024-10-30 12:00:00,3,184,30,Medium
2024-10-30 13:00:00,4,196,29,Medium
2024-10-30 14:00:00,1,109,25,Medium
2024-10-30 15:00:00,1,179,38,Medium
2024-10-30 16:00:00,4,170,37,Medium
2024-10-30 17:00:00,3,286,14,High
2024-10-30 18:00:00,2,324,22,High
2024-10-30 19:00:00,3,331,24,High
2024-10-30 20:00:00,3,215,19,High
2024-10-30 21:00:00,1,85,52,Low
2024-10-30 22:00:00,2,80,58,Low
2024-10-30 23:00:00,3,32,59,Low
2024-10-31 00:00:00,2,90,63,Low
2024-10-31 01:00:00,3,51,42,Low
2024-10-31 02:00:00,3,20,64,Low
2024-10-31 03:00:00,3,100,63,Low
2024-10-31 04:00:00,3,40,65,Low
2024-10-31 05:00:00,3,38,47,Low
2024-10-31 06:00:00,3,68,53,Low
2024-10-31 07:00:00,2,335,12,High
2024-10-31 08:00:00,1,311,23,High
2024-10-31 09:00:00,2,271,15,High
2024-10-31 10:00:00,2,240,25,High
2024-10-31 11:00:00,2,195,40,Medium
2024-10-31 12:00:00,1,106,37,Medium
2024-10-31 13:00:00,2,104,36,Medium
2024-10-31 14:00:00,4,182,30,Medium
2024-10-31 15:00:00,3,200,31,Medium
2024-10-31 16:00:00,2,116,31,Medium
2024-10-31 17:00:00,1,233,13,High
2024-10-31 18:00:00,1,302,20,High
2024-10-31 19:00:00,2,220,20,High
2024-10-31 20:00:00,2,320,16,High
2024-10-31 21:00:00,1,76,45,Low
2024-10-31 22:00:00,2,75,40,Low
2024-10-31 23:00:00,4,24,40,Low
2024-11-01 00:00:00,1,23,63,Low
2024-11-01 01:00:00,2,44,62,Low
2024-11-01 02:00:00,2,94,57,Low
2024-11-01 03:00:00,2,94,49,Low
2024-11-01 04:00:00,3,80,43,Low
2024-11-01 05:00:00,1,97,43,Low
2024-11-01 06:00:00,4,32,44,Low
2024-11-01 07:00:00,2,296,21,High
2024-11-01 08:00:00,1,221,15,High
2024-11-01 09:00:00,4,269,13,High
2024-11-01 10:00:00,2,228,17,High
2024-11-01 11:00:00,1,178,28,Medium
2024-11-01 12:00:00,2,115,29,Medium
2024-11-01 13:00:00,3,108,29,Medium
2024-11-01 14:00:00,1,129,39,Medium
2024-11-01 15:00:00,4,183,28,Medium
2024-11-01 16:00:00,2,100,30,Medium
2024-11-01 17:00:00,2,288,15,High
2024-11-01 18:00:00,1,318,23,High
2024-11-01 19:00:00,4,310,23,High
2024-11-01 20:00:00,4,312,14,High
2024-11-01 21:00:00,3,67,42,Low
2024-11-01 22:00:00,3,84,51,Low
2024-11-01 23:00:00,3,20,54,Low
2024-11-02 00:00:00,1,81,59,Low
2024-11-02 01:00:00,3,59,48,Low
2024-11-02 02:00:00,4,56,49,Low
2024-11-02 03:00:00,2,77,64,Low
2024-11-02 04:00:00,1,60,43,Low
2024-11-02 05:00:00,2,82,48,Low
2024-11-02 06:00:00,4,92,52,Low
2024-11-02 07:00:00,1,228,17,High
2024-11-02 08:00:00,3,308,11,High
2024-11-02 09:00:00,3,309,19,High
2024-11-02 10:00:00,2,322,24,High
2024-11-02 11:00:00,3,105,32,Medium
2024-11-02 12:00:00,1,150,38,Medium
2024-11-02 13:00:00,1,126,37,Medium
2024-11-02 14:00:00,4,131,39,Medium
2024-11-02 15:00:00,4,114,26,Medium
2024-11-02 16:00:00,3,155,25,Medium
2024-11-02 17:00:00,1,335,19,High
2024-11-02 18:00:00,1,323,20,High
2024-11-02 19:00:00,2,235,22,High
2024-11-02 20:00:00,1,326,17,High
2024-11-02 21:00:00,4,78,57,Low
2024-11-02 22:00:00,2,42,44,Low
2024-11-02 23:00:00,1,33,47,Low
2024-11-03 00:00:00,2,76,58,Low
2024-11-03 01:00:00,1,83,43,Low
2024-11-03 02:00:00,3,66,52,Low
2024-11-03 03:00:00,3,55,57,Low
2024-11-03 04:00:00,1,36,46,Low
2024-11-03 05:00:00,1,30,43,Low
2024-11-03 06:00:00,1,79,58,Low
2024-11-03 07:00:00,2,243,14,High
2024-11-03 08:00:00,2,212,23,High
2024-11-03 09:00:00,1,329,20,High
2024-11-03 10:00:00,1,298,14,High
2024-11-03 11:00:00,1,146,34,Medium
2024-11-03 12:00:00,2,153,37,Medium
2024-11-03 13:00:00,1,137,28,Medium
2024-11-03 14:00:00,4,131,25,Medium
2024-11-03 15:00:00,4,138,35,Medium
2024-11-03 16:00:00,2,118,30,Medium
2024-11-03 17:00:00,3,229,25,High
2024-11-03 18:00:00,3,345,12,High
2024-11-03 19:00:00,4,262,22,High
2024-11-03 20:00:00,3,324,19,High
2024-11-03 21:00:00,1,97,41,Low
2024-11-03 22:00:00,2,90,48,Low
2024-11-03 23:00:00,3,30,62,Low
2024-11-04 00:00:00,3,74,53,Low
2024-11-04 01:00:00,2,21,53,Low
2024-11-04 02:00:00,4,70,62,Low
2024-11-04 03:00:00,4,88,48,Low
2024-11-04 04:00:00,1,90,49,Low
2024-11-04 05:00:00,3,25,51,Low
2024-11-04 06:00:00,1,55,56,Low
2024-11-04 07:00:00,2,202,18,High
2024-11-04 08:00:00,2,329,18,High
2024-11-04 09:00:00,3,310,22,High
2024-11-04 10:00:00,4,318,13,High
2024-11-04 11:00:00,4,142,26,Medium
2024-11-04 12:00:00,4,136,25,Medium
2024-11-04 13:00:00,2,157,25,Medium
2024-11-04 14:00:00,1,115,33,Medium
2024-11-04 15:00:00,3,147,31,Medium
2024-11-04 16:00:00,2,156,25,Medium
2024-11-04 17:00:00,2,281,18,High
2024-11-04 18:00:00,2,256,13,High
2024-11-04 19:00:00,1,329,15,High
2024-11-04 20:00:00,3,291,19,High
2024-11-04 21:00:00,3,29,61,Low
2024-11-04 22:00:00,1,80,44,Low
2024-11-04 23:00:00,2,43,40,Low
2024-11-05 00:00:00,2,88,62,Low
2024-11-05 01:00:00,2,84,44,Low
2024-11-05 02:00:00,2,37,49,Low
2024-11-05 03:00:00,4,42,54,Low
2024-11-05 04:00:00,3,26,60,Low
2024-11-05 05:00:00,2,43,45,Low
2024-11-05 06:00:00,3,49,58,Low
2024-11-05 07:00:00,2,208,16,High
2024-11-05 08:00:00,2,314,10,High
2024-11-05 09:00:00,2,327,22,High
2024-11-05 10:00:00,3,265,22,High
2024-11-05 11:00:00,4,149,36,Medium
2024-11-05 12:00:00,3,115,28,Medium
2024-11-05 13:00:00,1,169,27,Medium
2024-11-05 14:00:00,4,130,28,Medium
2024-11-05 15:00:00,1,185,38,Medium
2024-11-05 16:00:00,3,176,30,Medium
2024-11-05 17:00:00,4,236,17,High
2024-11-05 18:00:00,3,347,22,High
2024-11-05 19:00:00,1,285,13,High
2024-11-05 20:00:00,2,262,24,High
2024-11-05 21:00:00,4,52,57,Low
2024-11-05 22:00:00,1,25,48,Low
2024-11-05 23:00:00,2,32,53,Low
2024-11-06 00:00:00,2,73,55,Low
2024-11-06 01:00:00,3,34,44,Low
2024-11-06 02:00:00,2,56,45,Low
2024-11-06 03:00:00,3,97,56,Low
2024-11-06 04:00:00,4,85,51,Low
2024-11-06 05:00:00,1,99,51,Low
2024-11-06 06:00:00,1,48,46,Low
2024-11-06 07:00:00,3,325,23,High
2024-11-06 08:00:00,1,214,12,High
2024-11-06 09:00:00,3,350,21,High
2024-11-06 10:00:00,2,290,10,High
2024-11-06 11:00:00,1,161,37,Medium
2024-11-06 12:00:00,2,183,33,Medium
2024-11-06 13:00:00,3,152,29,Medium
2024-11-06 14:00:00,2,148,36,Medium
2024-11-06 15:00:00,4,162,28,Medium
2024-11-06 16:00:00,2,167,39,Medium
2024-11-06 17:00:00,3,268,12,High
2024-11-06 18:00:00,4,329,15,High
2024-11-06 19:00:00,4,273,25,High
2024-11-06 20:00:00,3,339,20,High
2024-11-06 21:00:00,4,82,41,Low
2024-11-06 22:00:00,1,63,60,Low
2024-11-06 23:00:00,2,54,50,Low
2024-11-07 00:00:00,1,52,62,Low
2024-11-07 01:00:00,3,47,45,Low
2024-11-07 02:00:00,3,85,47,Low
2024-11-07 03:00:00,4,64,44,Low
2024-11-07 04:00:00,3,71,48,Low
2024-11-07 05:00:00,4,44,63,Low
2024-11-07 06:00:00,2,71,44,Low
2024-11-07 07:00:00,4,210,23,High
2024-11-07 08:00:00,2,234,11,High
2024-11-07 09:00:00,2,225,10,High
2024-11-07 10:00:00,1,328,20,High
2024-11-07 11:00:00,2,122,30,Medium
2024-11-07 12:00:00,1,113,31,Medium
2024-11-07 13:00:00,2,117,26,Medium
2024-11-07 14:00:00,4,128,26,Medium
2024-11-07 15:00:00,3,194,27,Medium
2024-11-07 16:00:00,3,141,31,Medium
2024-11-07 17:00:00,3,256,18,High
2024-11-07 18:00:00,4,289,20,High
2024-11-07 19:00:00,2,247,19,High
2024-11-07 20:00:00,2,346,16,High
2024-11-07 21:00:00,2,51,52,Low
2024-11-07 22:00:00,3,61,54,Low
2024-11-07 23:00:00,1,60,47,Low
2024-11-08 00:00:00,2,59,56,Low
2024-11-08 01:00:00,2,85,64,Low
2024-11-08 02:00:00,2,34,40,Low
2024-11-08 03:00:00,2,79,55,Low
2024-11-08 04:00:00,3,74,57,Low
2024-11-08 05:00:00,1,58,65,Low
2024-11-08 06:00:00,1,40,58,Low
2024-11-08 07:00:00,2,296,14,High
2024-11-08 08:00:00,3,322,15,High
2024-11-08 09:00:00,2,215,22,High
2024-11-08 10:00:00,4,279,16,High
2024-11-08 11:00:00,3,102,33,Medium
2024-11-08 12:00:00,2,103,25,Medium
2024-11-08 13:00:00,2,113,38,Medium
2024-11-08 14:00:00,3,101,33,Medium
2024-11-08 15:00:00,1,129,33,Medium
2024-11-08 16:00:00,4,123,36,Medium
2024-11-08 17:00:00,3,207,12,High
2024-11-08 18:00:00,3,307,23,High
2024-11-08 19:00:00,4,203,15,High
2024-11-08 20:00:00,4,341,15,High
2024-11-08 21:00:00,2,100,62,Low
2024-11-08 22:00:00,1,32,46,Low
2024-11-08 23:00:00,1,91,55,Low
2024-11-09 00:00:00,1,70,42,Low
2024-11-09 01:00:00,3,86,41,Low
2024-11-09 02:00:00,3,55,45,Low
2024-11-09 03:00:00,2,51,64,Low
2024-11-09 04:00:00,4,43,59,Low
2024-11-09 05:00:00,2,59,43,Low
2024-11-09 06:00:00,1,68,49,Low
2024-11-09 07:00:00,4,341,11,High
2024-11-09 08:00:00,2,316,24,High
2024-11-09 09:00:00,1,347,23,High
2024-11-09 10:00:00,2,333,23,High
2024-11-09 11:00:00,1,199,40,Medium
2024-11-09 12:00:00,2,160,28,Medium
2024-11-09 13:00:00,1,108,30,Medium
2024-11-09 14:00:00,2,191,31,Medium
2024-11-09 15:00:00,1,200,27,Medium
2024-11-09 16:00:00,4,147,27,Medium
2024-11-09 17:00:00,1,255,21,High
2024-11-09 18:00:00,1,207,20,High
2024-11-09 19:00:00,2,308,14,High
2024-11-09 20:00:00,3,229,22,High
2024-11-09 21:00:00,4,77,44,Low
2024-11-09 22:00:00,1,27,63,Low
2024-11-09 23:00:00,3,29,63,Low
2024-11-10 00:00:00,1,71,48,Low
2024-11-10 01:00:00,4,40,53,Low
2024-11-10 02:00:00,4,97,51,Low
2024-11-10 03:00:00,3,80,49,Low
2024-11-10 04:00:00,3,31,61,Low
2024-11-10 05:00:00,3,31,58,Low
2024-11-10 06:00:00,3,95,56,Low
2024-11-10 07:00:00,3,303,25,High
2024-11-10 08:00:00,2,241,20,High
2024-11-10 09:00:00,1,279,25,High
2024-11-10 10:00:00,1,288,14,High
2024-11-10 11:00:00,1,129,31,Medium
2024-11-10 12:00:00,1,168,27,Medium
2024-11-10 13:00:00,2,147,28,Medium
2024-11-10 14:00:00,3,157,34,Medium
2024-11-10 15:00:00,1,155,34,Medium
2024-11-10 16:00:00,3,196,25,Medium
2024-11-10 17:00:00,1,348,12,High
2024-11-10 18:00:00,3,287,14,High
2024-11-10 19:00:00,3,313,12,High
2024-11-10 20:00:00,3,251,23,High
2024-11-10 21:00:00,2,61,54,Low
2024-11-10 22:00:00,1,51,50,Low
2024-11-10 23:00:00,1,75,43,Low
2024-11-11 00:00:00,3,47,58,Low
2024-11-11 01:00:00,1,76,42,Low
2024-11-11 02:00:00,2,96,56,Low
2024-11-11 03:00:00,2,35,43,Low
2024-11-11 04:00:00,1,44,44,Low
2024-11-11 05:00:00,2,91,46,Low
2024-11-11 06:00:00,1,83,47,Low
2024-11-11 07:00:00,4,285,12,High
2024-11-11 08:00:00,2,240,16,High
2024-11-11 09:00:00,3,267,18,High
2024-11-11 10:00:00,2,314,21,High
2024-11-11 11:00:00,2,156,39,Medium
2024-11-11 12:00:00,4,162,25,Medium
2024-11-11 13:00:00,3,183,28,Medium
2024-11-11 14:00:00,1,169,30,Medium
2024-11-11 15:00:00,1,128,35,Medium
2024-11-11 16:00:00,1,138,37,Medium
2024-11-11 17:00:00,1,277,14,High
2024-11-11 18:00:00,3,335,14,High
2024-11-11 19:00:00,1,307,20,High
2024-11-11 20:00:00,1,272,14,High
2024-11-11 21:00:00,4,26,63,Low
2024-11-11 22:00:00,1,34,60,Low
2024-11-11 23:00:00,2,85,60,Low
2024-11-12 00:00:00,3,78,61,Low
2024-11-12 01:00:00,2,41,58,Low
2024-11-12 02:00:00,4,68,55,Low
2024-11-12 03:00:00,3,100,43,Low
2024-11-12 04:00:00,4,69,42,Low
2024-11-12 05:00:00,2,81,54,Low
2024-11-12 06:00:00,3,95,41,Low
2024-11-12 07:00:00,2,343,10,High
2024-11-12 08:00:00,2,343,22,High
2024-11-12 09:00:00,2,345,12,High
2024-11-12 10:00:00,3,235,17,High
2024-11-12 11:00:00,1,137,30,Medium
2024-11-12 12:00:00,2,149,31,Medium
2024-11-12 13:00:00,1,105,27,Medium
2024-11-12 14:00:00,2,134,28,Medium
2024-11-12 15:00:00,3,155,32,Medium
2024-11-12 16:00:00,3,185,38,Medium
2024-11-12 17:00:00,4,318,25,High
2024-11-12 18:00:00,4,292,13,High
2024-11-12 19:00:00,2,213,18,High
2024-11-12 20:00:00,3,285,14,High
2024-11-12 21:00:00,1,68,49,Low
2024-11-12 22:00:00,2,72,61,Low
2024-11-12 23:00:00,4,84,53,Low
2024-11-13 00:00:00,4,92,57,Low
2024-11-13 01:00:00,4,77,63,Low
2024-11-13 02:00:00,1,95,65,Low
2024-11-13 03:00:00,3,74,46,Low
2024-11-13 04:00:00,2,59,47,Low
2024-11-13 05:00:00,2,39,54,Low
2024-11-13 06:00:00,4,28,57,Low
2024-11-13 07:00:00,3,281,20,High
2024-11-13 08:00:00,3,324,23,High
2024-11-13 09:00:00,4,271,14,High
2024-11-13 10:00:00,3,270,15,High
2024-11-13 11:00:00,1,106,35,Medium
2024-11-13 12:00:00,3,164,28,Medium
2024-11-13 13:00:00,3,103,32,Medium
2024-11-13 14:00:00,2,121,31,Medium
2024-11-13 15:00:00,2,115,40,Medium
2024-11-13 16:00:00,4,182,39,Medium
2024-11-13 17:00:00,3,259,20,High
2024-11-13 18:00:00,2,293,21,High
2024-11-13 19:00:00,1,261,22,High
2024-11-13 20:00:00,4,341,19,High
2024-11-13 21:00:00,3,59,61,Low
2024-11-13 22:00:00,4,39,57,Low
2024-11-13 23:00:00,2,96,59,Low
2024-11-14 00:00:00,4,42,64,Low
2024-11-14 01:00:00,3,85,51,Low
2024-11-14 02:00:00,4,96,54,Low
2024-11-14 03:00:00,2,57,61,Low
2024-11-14 04:00:00,3,60,43,Low
2024-11-14 05:00:00,4,49,46,Low
2024-11-14 06:00:00,3,74,41,Low
2024-11-14 07:00:00,2,347,23,High
2024-11-14 08:00:00,1,246,20,High
2024-11-14 09:00:00,1,237,24,High
2024-11-14 10:00:00,1,203,17,High
2024-11-14 11:00:00,1,176,25,Medium
2024-11-14 12:00:00,2,196,29,Medium
2024-11-14 13:00:00,2,140,31,Medium
2024-11-14 14:00:00,3,168,33,Medium
2024-11-14 15:00:00,4,198,36,Medium
2024-11-14 16:00:00,2,176,26,Medium
2024-11-14 17:00:00,3,291,16,High
2024-11-14 18:00:00,1,258,15,High
2024-11-14 19:00:00,1,300,13,High
2024-11-14 20:00:00,4,344,21,High
2024-11-14 21:00:00,1,72,55,Low
